	GameID	LeagueIndex	Age	HoursPerWeek	TotalHours	APM	SelectByHotkeys	AssignToHotkeys	UniqueHotkeys	MinimapAttacks	MinimapRightClicks	NumberOfPACs	GapBetweenPACs	ActionLatency	ActionsInPAC	TotalMapExplored	WorkersMade	UniqueUnitsMade	ComplexUnitsMade	ComplexAbilityUsed	MaxTimeStamp
790	5491	5	20.0	4.0	200.0	108.8298	0.004171585	0.000402404	6.71e-05	0.000308509	0.00073774	0.003514326	48.5057	64.3511	4.6832	0.000254856	0.00077798	8.05e-05	0.0	4.02e-05	74552
796	7732	5	18.0	24.0	1000.0	202.89	0.013591526	0.00067257	8.41e-05	0.000308261	0.000112095	0.003979375	30.6714	46.1268	6.1373	0.000322273	0.0015553	7.01e-05	0.0	0.0	71368
797	5367	6	20.0	24.0	960.0	104.139	0.002533181	0.000142714	0.000142714	0.0	0.000428143	0.004210076	41.265	58.7797	4.0254	0.000570858	0.0013915	0.000142714	0.0	0.0	28028
798	7705	5	17.0	10.0	750.0	114.4662	0.002085572	0.000396643	3.84e-05	0.000345463	0.000639746	0.003390655	35.4091	61.7208	5.7208	0.000243104	0.0019576	8.96e-05	0.000422232	0.00043503	78156
800	1071	2	22.0	8.0	35.0	68.9142	0.001118702	0.000129849	4e-05	9.99e-06	0.000299652	0.003346119	46.0719	73.8866	3.6179	0.000269687	0.00076911	7.99e-05	0.0	0.00012985	100116
801	4410	4	21.0	24.0	550.0	124.6182	0.002907499	0.000561293	4.49e-05	6.74e-05	0.000583745	0.003412663	24.3696	55.5395	5.9704	0.000224517	0.00098788	6.74e-05	0.0	1.12e-05	89080
802	3942	4	20.0	28.0	700.0	107.769	0.002268647	0.000388218	4.85e-05	4.85e-05	0.000169845	0.002608337	35.757	64.1674	7.0651	0.000194109	0.00088562	9.71e-05	0.000291163	0.00043674	82428
804	6012	4	26.0	6.0	500.0	66.222	0.001220636	0.00040304	5.76e-05	1.15e-05	0.000506679	0.002533395	45.4612	74.2364	4.4682	0.000195762	0.00094427	0.000103639	5.76e-05	6.91e-05	86840
807	7693	3	19.0	24.0	80.0	100.2066	0.001790914	0.000231086	4.62e-05	0.0	0.000473726	0.003304525	36.9825	58.8531	5.6224	0.000300411	0.0018718	9.24e-05	0.000496834	0.0014674	86548
808	1430	4	23.0	12.0	850.0	115.5006	0.00178816	0.000304368	5.07e-05	1.27e-05	0.000684827	0.00223203	30.3543	81.5909	8.892	0.000202912	0.0010526	7.61e-05	0.0	2.54e-05	78852
809	5799	6	20.0	14.0	1000.0	283.3254	0.03071562	0.000377209	0.000143699	0.000377209	0.000197586	0.002873976	23.7987	57.225	7.875	0.000251473	0.00098793	7.18e-05	0.0	0.0	55672
811	4136	3	18.0	10.0	75.0	61.7286	0.001311324	0.000154273	7.71e-05	0.0	0.000138846	0.002884912	49.914	95.2086	3.6738	0.000323974	0.0010491	0.000107991	0.0	4.63e-05	64820
813	2050	5	27.0	10.0	500.0	175.0146	0.006674715	0.000396689	8.62e-05	5.17e-05	0.001069334	0.003846154	31.2973	44.7175	6.8117	0.000327699	0.0021042	8.62e-05	0.0	0.0	57980
814	758	2	23.0	12.0	100.0	45.3894	0.000484663	7.54e-05	4.31e-05	0.000107703	0.000150784	0.003188006	73.1797	81.527	2.5608	0.000247717	0.000797	6.46e-05	0.0	0.0	92848
816	732	3	20.0	10.0	300.0	55.4748	7.8e-05	7.8e-05	6.24e-05	9.36e-05	0.00053062	0.002247331	41.7902	91.0556	4.5972	0.000358949	0.00042137	9.36e-05	0.0	0.0	64076
821	2837	6	24.0	36.0	2000.0	131.3226	0.006835291	0.000617284	9.03e-05	0.000331226	0.000376393	0.004456489	28.8542	52.3108	4.0169	0.000346281	0.00090334	9.03e-05	0.0	0.00015056	66420
823	10051	8				269.8998	0.024645051	0.000641929	0.000125868	0.000415366	0.000490887	0.004015205	25.6352	43.3856	6.4922	0.000264324	0.0004783	7.55e-05	0.0	0.000579	79448
824	1495	2	22.0	4.0	350.0	84.2604	0.000456417	0.000152139	3.58e-05	8.95e-06	0.000572758	0.003239664	23.4017	70.4199	4.9088	0.000187936	0.00087704	8.05e-05	5.37e-05	0.00012529	111740
827	6908	3	25.0	12.0	1300.0	80.4594	0.000722767	0.000567888	0.000129066	0.000129066	0.000180692	0.002581311	41.2929	69.04	5.72	0.000438823	0.00077439	7.74e-05	0.0	0.00015488	38740
830	771	1	20.0	4.0	250.0	44.0304	0.001070146	0.000327948	6.9e-05	0.0	0.000241646	0.002485501	52.6993	113.1944	2.9722	0.000189865	0.00027617	6.9e-05	0.0	0.0	57936
833	3183	6	24.0	10.0	670.0	99.3462	0.003257443	0.000122592	8.76e-05	3.5e-05	8.76e-05	0.003064799	30.7816	61.7829	5.0057	0.00028021	0.0011734	8.76e-05	0.0	0.0	57100
834	4976	4	23.0	4.0	500.0	57.5244	0.000184966	5.55e-05	5.55e-05	3.7e-05	7.4e-05	0.003033442	63.3129	74.9268	3.5122	0.000277449	0.00040693	7.4e-05	0.0	0.0	54064
835	1924	5	20.0	14.0	1000.0	96.897	0.002323266	0.000509696	3.56e-05	0.000225215	0.000438576	0.004385757	23.1545	54.0865	3.7027	0.000308188	0.00078232	7.11e-05	0.0	0.00055711	84364
837	1335	2	23.0	6.0	75.0	49.9362	0.001102523	0.000177826	0.0	4.74e-05	0.0	0.001387045	46.6552	118.3932	6.2735	0.000154116	0.00069945	7.11e-05	0.0	0.0	84352
839	5140	5	18.0	24.0	1000000.0	281.4246	0.023428184	0.000799458	6.78e-05	4.07e-05	0.000447154	0.005135501	28.1164	36.1266	5.8522	0.000392954	0.0013279	8.13e-05	0.0	0.0	73800
843	3757	6	18.0	6.0	1000.0	178.2318	0.005474816	0.000530891	0.000165904	9.95e-05	0.00096224	0.005441635	21.4434	37.4146	4.8689	0.000497711	0.0019577	0.000116132	0.000149313	8.3e-05	60276
844	5720	4	28.0	16.0	160.0	46.7214	0.000807219	0.00032539	2.5e-05	6.26e-06	0.000143923	0.002546806	61.0542	87.8821	3.0344	0.000156438	0.00037545	3.75e-05	0.0	0.00010012	159808
845	6456	4	19.0	8.0	500.0	52.311	0.000472908	0.000178654	2.1e-05	0.0	0.0001156	0.002847955	50.4	85.786	3.7159	0.000210181	0.00063054	8.41e-05	0.000168145	0.00055698	95156
848	7205	6	26.0	12.0	500.0	130.986	0.001220284	0.000112989	9.04e-05	0.000203381	0.000474555	0.003389677	22.604	43.76	6.76	0.000338968	0.0010847	9.04e-05	0.0	0.00036157	44252
851	6072	6	26.0	20.0	840.0	139.4826	0.003815205	0.000568812	9.71e-05	0.000124861	0.001248613	0.003759711	24.563	54.1993	5.9594	0.000346837	0.0041204	9.71e-05	0.000180355	6.94e-05	72080
853	4555	7	19.0	28.0	500.0	201.2946	0.011938755	0.000664632	0.000110772	0.000726172	0.000356932	0.005058586	19.2195	37.7324	5.1436	0.000381548	0.0010093	7.38e-05	0.0	0.0	81248
854	366	5	23.0	12.0	500.0	136.5768	0.002483105	0.000179193	5.12e-05	0.0	5.12e-05	0.002303912	34.7416	61.2889	10.0333	0.000435183	0.00058878	0.000102396	0.0	7.68e-05	39064
857	6888	1	16.0	56.0	50.0	49.4184	0.001510574	0.000142892	4.08e-05	0.0	0.000306197	0.001306442	71.1111	104.6875	6.25	0.000244958	0.00065322	0.000122479	0.0	0.0	48988
858	532	1	22.0	20.0	315.0	54.0792	0.001257582	0.000295902	0.000110963	3.7e-05	0.00048084	0.002182275	37.1724	111.661	3.9492	0.000517828	0.0013316	0.000184939	0.0	0.0	27036
859	8381	2	17.0	24.0	250.0	76.5612	0.000850764	0.000186753	4.15e-05	1.04e-05	0.000238629	0.003247427	49.2949	64.1789	4.0927	0.000207503	0.0013799	7.26e-05	0.000197128	0.0001245	96384
860	5488	5	27.0	8.0	700.0	114.906	0.00116876	0.000387197	7.17e-05	7.17e-06	0.000279642	0.004338037	32.9073	51.8678	4.757	0.000186428	0.00069552	7.17e-05	0.000164917	0.00020077	139464
863	2478	6	18.0	20.0	700.0	173.2314	0.007324647	0.000624451	0.000101262	0.0	0.000202525	0.00506312	17.592	34.6933	4.91	0.000303787	0.00097887	6.75e-05	0.0	0.0	59252
865	8119	3	22.0	8.0	250.0	131.6652	0.002360747	0.000124797	5.2e-05	0.0	0.000592787	0.004971089	29.6855	43.7238	4.1632	0.000249594	0.0011024	8.32e-05	0.0	0.0	96156
866	8593	4	20.0	6.0	800.0	125.8266	0.004597817	0.000378941	0.0	0.0	0.000202102	0.003284155	38.4186	55.4769	5.8538	0.000479992	0.00050525	7.58e-05	0.0	0.0	39584
869	2579	4	24.0	14.0	700.0	79.2696	0.001232539	0.000388022	9.13e-05	4.56e-05	0.000296722	0.003012873	32.4275	72.303	4.6894	0.000273898	0.0005478	6.85e-05	0.0	0.0	43812
870	2076	7	23.0	56.0	2400.0	136.2432	0.006424711	0.000855332	9.72e-05	9.72e-06	0.000184674	0.005131993	28.0987	39.9318	4.0322	0.00032075	0.0011178	9.72e-05	0.000106917	0.00082617	102884
871	3393	4	22.0	2.0	300.0	57.6762	0.001373411	0.000353163	7.85e-05	0.0	0.000313922	0.002432899	42.2295	96.6452	4.0968	0.000470884	0.0011772	0.000117721	0.0	0.0	25484
872	3580	1	18.0	12.0	600.0	83.01	0.00040292	2.37e-05	0.0	0.0	0.000355518	0.00303375	40.5039	72.0	5.0547	0.000308115	0.00061623	9.48e-05	0.0	2.37e-05	42192
873	526	4	16.0	12.0	350.0	129.5088	0.003193272	0.000144492	1.44e-05	0.000130043	0.001112588	0.002730898	48.1915	63.6614	7.6878	0.000288984	0.00089585	8.67e-05	0.0	0.0	69208
875	3804	4	23.0	24.0	500.0	116.1588	0.00387375	0.000114495	1.91e-05	2.86e-05	0.000162201	0.003892833	51.5872	56.9608	4.7451	0.000324403	0.0014503	7.63e-05	9.54e-05	0.00025761	104808
877	5066	5	17.0	24.0	900.0	102.7674	0.000852515	7.99e-05	2.66e-05	4e-05	0.000119885	0.002730712	37.2157	60.761	6.7902	0.000159847	0.00053282	4e-05	0.0	0.0	75072
881	5487	6	22.0	16.0	1000.0	179.5776	0.005425374	0.000865587	0.000139112	4.64e-05	0.00024731	0.005487202	22.1695	36.2141	4.9831	0.000386423	0.0019012	0.000123655	0.000108198	9.27e-05	64696
885	2014	5	21.0	30.0	1500.0	68.2158	0.001200883	0.000302925	0.0	7.57e-05	0.000292107	0.003050891	50.0071	68.6383	3.8901	0.000270469	0.0010602	6.49e-05	0.000140644	0.00010819	92432
887	6055	6	16.0	36.0	1000.0	200.8446	0.011853484	0.000793015	6.68e-05	9.18e-05	0.000609369	0.005150422	31.4221	40.1686	4.9222	0.000267121	0.001369	6.68e-05	0.000242078	0.00025043	119796
888	643	6	22.0	28.0	1000.0	93.741	0.00427146	0.000273373	0.000136687	0.000102515	0.00041006	0.003280481	42.9895	69.2083	4.1875	0.000683434	0.00092264	0.000136687	0.0	0.0	29264
889	6720	5	18.0	28.0	300.0	116.7366	0.004364944	0.000696924	7.34e-05	0.000244535	0.000195628	0.004633932	34.6561	49.657	3.8496	0.000256761	0.00080696	7.34e-05	8.56e-05	2.45e-05	81788
893	2780	4	27.0	8.0	500.0	97.842	0.002561854	0.000276957	6.92e-05	0.000138479	0.000230798	0.002584934	34.991	57.8214	5.9018	0.000300037	0.00078471	0.000115399	0.0	0.0	43328
894	5233	4	18.0	16.0	630.0	122.523	0.002787638	0.000491936	7.72e-05	3.86e-05	0.00048229	0.003916197	30.8444	51.7635	5.2537	0.000202562	0.0006945	4.82e-05	0.0	0.0	103672
901	3684	3	18.0	12.0	320.0	102.1146	0.001111565	0.000204426	5.11e-05	2.56e-05	0.000153319	0.00332192	40.417	70.0	5.4154	0.000306639	0.00068994	7.67e-05	0.0	0.0	78268
902	3137	5	18.0	28.0	1300.0	203.2734	0.017933531	0.000668394	6.17e-05	0.001244242	0.000658111	0.003496216	34.2301	54.7765	5.8353	0.000277641	0.00079179	5.14e-05	0.0	0.0	97248
903	5438	5	25.0	12.0	730.0	109.7556	0.003482663	0.000383553	0.000122737	0.000736422	0.000337527	0.004019638	26.2835	51.771	4.2443	0.000368211	0.00092053	7.67e-05	0.0	0.0	65180
907	1338	1	22.0	6.0	700.0	43.3638	0.000330657	9.45e-05	3.15e-05	0.000125964	7.87e-05	0.001739883	154.8	123.2941	4.5339	0.000181074	0.00088962	7.87e-05	0.0	0.0	127020
908	535	4	19.0	24.0	200.0	85.0974	0.001286369	0.000152025	3.51e-05	7.02e-05	9.36e-05	0.003379643	54.375	76.1522	4.5848	0.000304051	0.00099401	8.19e-05	0.00024558	0.00042099	85512
911	6747	3	21.0	6.0	400.0	92.2962	0.004673827	0.000174025	2.49e-05	6.22e-05	0.000298329	0.003604813	32.7197	69.2966	3.7483	0.000273469	0.00077068	9.94e-05	0.0	0.0	80448
915	3454	4	18.0	56.0	1500.0	131.3826	0.005717841	0.000399953	5.93e-05	0.0	0.000103691	0.003421817	27.9652	56.329	5.5628	0.000251822	0.00094804	8.89e-05	8.89e-05	1.48e-05	67508
919	8448	3	17.0	6.0	250.0	114.5232	0.001473019	0.000206623	1.33e-05	0.0001	0.000433241	0.003632558	31.4632	55.5009	5.5174	0.000206623	0.00087981	4.67e-05	0.000106644	3.33e-05	150032
920	6728	2	18.0	8.0	400.0	105.9618	0.00045509	0.000177596	4.44e-05	2.22e-05	0.000210896	0.00379612	42.0762	58.269	5.0819	0.000310793	0.0019425	6.66e-05	0.000321893	0.00055499	90092
922	3457	4	22.0	6.0	400.0	113.2158	0.00171615	0.000211349	2.54e-05	3.38e-05	0.000194441	0.004040985	45.5094	55.0962	4.7343	0.000253618	0.00081158	5.92e-05	0.0	1.69e-05	118288
925	6067	2	33.0	4.0	100.0	98.2176	0.001559042	0.000100583	4.02e-05	2.01e-05	0.000472742	0.002735868	33.3432	77.0294	6.2978	0.0002414	0.00089519	6.04e-05	0.0	0.0	99420
928	3155	4	18.0	14.0	500.0	151.278	0.004057162	0.00050049	0.0	1.06e-05	0.0	0.004419219	40.0193	52.694	5.5205	0.000308813	0.001182	7.45e-05	0.000127785	0.00022362	93908
929	6891	4	22.0	2.0	350.0	52.4922	0.000790404	0.000337084	5.81e-05	0.0	0.000151107	0.002650177	47.5066	84.4561	3.6096	0.000267342	0.00088339	6.97e-05	0.0	5.81e-05	86032
930	2323	4	20.0	2.0	500.0	136.6464	0.002122685	0.000292254	0.0	0.000138436	0.000999815	0.002630284	27.7647	60.6784	8.9708	0.000384544	0.0021534	7.69e-05	0.0	0.0	65012
931	10089	8				259.6296	0.020425314	0.00074296	0.000109617	0.000621163	0.000146156	0.004555198	18.6059	42.8342	6.2754	0.000560265	0.00087694	6.09e-05	0.0	0.0	82104
932	4334	4	22.0	10.0	400.0	108.363	0.001353363	9.47e-05	0.0	0.000263906	0.000751117	0.00437813	40.7926	49.0881	4.1762	0.000243605	0.00048044	3.38e-05	0.0	0.0	147780
939	1212	2	35.0	8.0	500.0	54.0468	0.001328374	0.00010627	3.54e-05	0.000265675	0.00031881	0.001576337	40.9545	128.809	6.1685	0.000230252	0.00083245	8.86e-05	0.0	0.0	56460
941	6854	3	18.0	20.0	600.0	97.623	0.003566334	0.000337863	0.0	5.63e-05	0.000150161	0.002796757	49.5676	78.8993	5.349	0.000412944	0.00063819	9.39e-05	0.0	0.00022524	53276
945	4534	6	21.0	8.0	350.0	128.784	0.001628423	0.000351591	7.4e-05	0.0	0.000240563	0.004163583	15.6607	43.7689	5.48	0.000222058	0.00085122	5.55e-05	0.0	0.0	54040
946	4353	6	19.0	42.0	1100.0	107.1708	0.000652012	0.000315259	3.58e-05	0.000415568	0.000329588	0.00432764	19.0647	48.9868	4.7086	0.000200619	0.00068067	7.88e-05	0.000401238	0.00053021	139568
947	1439	6	22.0	24.0	1650.0	113.8248	0.002354852	0.000223305	6.09e-05	6.09e-05	0.000527812	0.004283394	40.4762	53.1943	4.3507	0.000406009	0.0021315	0.000101502	0.0	0.0	49260
948	5698	4	20.0	28.0	100.0	99.6072	0.003800532	0.000306769	5.11e-05	3.41e-05	0.000153385	0.003289249	35.125	65.3886	4.5285	0.000289727	0.0010737	0.000102256	0.0	0.00010226	58676
950	7636	4	19.0	16.0	500.0	165.582	0.005364238	0.001015453	5.15e-05	7.36e-06	0.000986019	0.004400294	26.2714	46.6622	5.7893	0.000213392	0.0009713	6.62e-05	0.000213392	0.00019868	135900
952	8570	5	18.0	28.0	800.0	99.9498	0.003374809	0.000601596	7.34e-05	7.34e-05	0.000176077	0.003096021	28.3238	55.981	5.0095	0.000176077	0.0010711	8.8e-05	0.0	0.00017608	68152
954	4019	5	21.0	12.0	600.0	102.5922	0.00239732	0.000481653	4.38e-05	0.000153253	0.000547333	0.003076014	37.2857	61.9217	5.7082	0.000240827	0.00097425	8.76e-05	0.000240827	0.00019704	91352
956	10052	8				190.2396	0.008720078	0.000879336	0.00012213	0.000170982	0.000341964	0.004970689	17.9901	35.9509	5.5872	0.000256473	0.00090376	6.11e-05	0.0	0.0	81880
957	7385	4	23.0	24.0	650.0	227.2272	0.021438784	0.000845454	2.06e-05	1.37e-05	0.000797339	0.003773611	45.781	48.3716	5.6612	0.000281818	0.0008867	6.19e-05	0.0004949	0.00026807	145484
959	5765	2	21.0	8.0	30.0	71.6754	0.000941136	0.000180622	4.75e-05	2.85e-05	0.000199635	0.002119933	32.2883	83.7848	6.0987	0.000190129	0.00080805	6.65e-05	0.0	0.0	105192
960	4754	7	18.0	98.0	700.0	236.0316	0.015663583	0.001014942	0.000104633	0.000366216	0.001632277	0.006487256	18.7787	29.9871	4.3371	0.000261583	0.0015067	8.37e-05	0.0	0.0	95572
967	7014	6	17.0	42.0	1500.0	181.5948	0.006790647	0.000337603	5.79e-05	9.65e-06	7.72e-05	0.006327649	25.4046	31.0061	4.1311	0.000221854	0.00073308	6.75e-05	0.0	0.0	103672
968	2484	3	19.0	30.0	1000.0	99.207	0.001582519	0.000139262	2.53e-05	0.0	5.06e-05	0.003456221	42.3676	66.5201	4.9231	0.000443105	0.0011141	0.000113941	0.000113941	0.00022788	78988
972	6358	5	23.0	12.0	3000.0	157.6836	0.007242699	0.000224504	6.83e-05	3.9e-05	0.000966344	0.003875137	30.4444	47.5567	5.8589	0.000273309	0.0011518	7.81e-05	0.0	0.00015618	102448
973	1179	6	21.0	4.0	800.0	168.3252	0.009062719	0.000664476	8.31e-05	9.23e-06	0.000138433	0.004540588	34.3707	45.1789	5.1565	0.000221492	0.0014582	8.31e-05	0.000433755	0.00059065	108356
974	2989	2	16.0	20.0	100.0	53.5938	0.001769937	0.000204786	2.93e-05	2.93e-05	1.46e-05	0.002706103	65.0217	84.3459	3.1405	0.000160903	0.00083377	5.85e-05	0.0	0.0	68364
975	9143	4	18.0	8.0	100.0	56.097	0.001986097	0.000248262	0.0	0.0	0.0	0.002053805	41.0222	90.5934	4.4945	0.000180554	0.00065451	0.000135416	0.0	0.0	44308
976	7043	3	23.0	20.0	1000.0	59.1084	0.000771799	0.000448904	2.36e-05	7.88e-06	0.000196888	0.00250441	67.7855	90.1132	4.3082	0.000236265	0.00047253	7.09e-05	0.0	3.15e-05	126976
978	9076	5	19.0	4.0	400.0	141.147	0.003126688	0.000498608	3.12e-05	0.0	0.000425894	0.0038746	25.9892	50.2413	6.0134	0.000249304	0.00095567	7.27e-05	0.000238916	0.00038434	96268
985	7257	4	21.0	16.0	500.0	182.205	0.02005437	0.000490218	5.57e-05	0.00042337	4.46e-05	0.003230982	38.5052	58.8414	4.5759	0.000233968	0.00090245	7.8e-05	0.0	0.00033424	89756
986	4839	6	24.0	36.0	1000.0	283.2756	0.018456762	0.001020584	0.000114995	0.000100621	0.000201242	0.006511615	21.2301	31.7439	5.2759	0.000287489	0.0027886	8.62e-05	0.000215616	0.00047436	69568
987	7946	4	21.0	8.0	200.0	96.9408	0.002165288	0.00042338	4.84e-05	0.000169352	0.000157256	0.003120917	50.2412	73.1163	5.7132	0.000254028	0.0027096	0.000108869	0.000157256	0.00089515	82668
990	8174	4	28.0	8.0	650.0	65.3142	0.000604941	0.000286551	4.78e-05	0.0	0.000111437	0.002117295	45.7273	85.8346	5.594	0.000191034	0.00033431	7.96e-05	0.0	0.00025471	62816
992	6543	5	18.0	20.0	1500.0	149.7492	0.00689442	0.00115579	9.41e-05	1.34e-05	0.000188152	0.003924309	17.9381	49.1507	5.4315	0.000389743	0.00079293	9.41e-05	4.03e-05	0.0	74408
994	2105	3	18.0	10.0	300.0	85.578	0.001462402	0.000448155	3.54e-05	2.36e-05	0.000601472	0.003255024	54.0364	78.9565	5.4819	0.000271252	0.0015685	8.26e-05	0.0	0.0	84792
1004	5833	1	19.0	14.0	100.0	50.5584	0.002709641	0.000399315	0.00011409	2.85e-05	2.85e-05	0.002224758	79.1688	91.1795	3.0769	0.000285225	0.00059897	5.7e-05	0.0	0.0	35060
1006	4271	3	25.0	14.0	400.0	61.4556	0.001399096	0.000325042	2.83e-05	0.0	0.000593556	0.002275297	66.7	91.0062	4.4845	0.000268513	0.0014415	8.48e-05	0.000296778	0.00026851	70760
1007	5819	6	17.0	24.0	1500.0	203.841	0.009173698	0.000234365	8.37e-05	0.000167403	0.001004419	0.004804473	29.3287	36.8362	6.1707	0.000418508	0.002511	0.000133923	0.000133923	0.0	59736
1008	400	6	21.0	24.0	750.0	130.5	0.004479419	0.000514528	9.08e-05	7.57e-05	0.000559927	0.004297821	31.7314	48.5211	4.7923	0.000363196	0.0026029	0.000121065	0.000196731	0.00016646	66080
1011	3054	6	16.0	20.0	650.0	88.6158	0.002071619	0.000353491	5.75e-05	0.000180856	8.22e-05	0.004414521	38.7836	53.2216	3.3371	0.000279504	0.00094538	5.75e-05	0.0	0.0	121644
1016	2931	6	22.0	12.0	1000.0	169.4076	0.005310768	0.000543301	0.00010866	0.000339563	0.000298816	0.005446594	24.24	42.3541	4.9002	0.000393893	0.0029882	9.51e-05	0.0	0.0	73624
1019	3527	2	17.0	2.0	70.0	47.4726	0.000148177	4.94e-05	4.94e-05	0.0	0.000740887	0.002247358	60.4889	111.0769	4.044	0.000296355	0.00044453	9.88e-05	0.0	0.0	40492
1020	2947	4	18.0	2.0	400.0	73.7772	0.000248534	4.97e-05	4.97e-05	0.0	2.49e-05	0.002783577	57.009	60.1071	5.0089	0.000347947	0.00082016	7.46e-05	0.0	0.0	40236
1022	7015	6	21.0	24.0	1200.0	160.1394	0.009313638	0.000750919	7.85e-05	0.000392271	0.000280194	0.004382229	29.8051	46.5473	4.9284	0.000392271	0.00088541	8.97e-05	0.000112077	0.00036986	89224
1024	2825	4	19.0	8.0	120.0	50.838	0.001412899	0.000360151	0.0	5.54e-05	0.000110816	0.001745346	45.3548	84.5714	4.8095	0.000360151	0.0010805	0.000110816	0.0	2.77e-05	36096
1026	9202	7	21.0	10.0	730.0	132.4128	0.005720801	0.000575055	6.94e-05	0.000892326	0.000584969	0.004659925	16.0	46.5362	4.1787	0.000267698	0.00077335	8.92e-05	0.0	0.00050565	100860
1028	638	6	19.0	20.0	2500.0	125.118	0.006115267	0.00067674	6.15e-05	9.84e-05	0.000184565	0.004269613	29.3526	51.2277	4.1124	0.00047987	0.0011074	7.38e-05	0.000455261	0.00031991	81272
1029	5464	4	20.0	8.0	150.0	156.8004	0.013478435	0.000665602	8.32e-05	8.32e-05	6.66e-05	0.003161608	35.619	71.5368	5.3	0.000382721	0.001065	9.98e-05	0.0	0.00014976	60096
1031	5374	4	22.0	2.0	80.0	52.6218	0.000712361	0.000336753	0.00012952	1.3e-05	2.59e-05	0.002551549	50.3673	103.8782	3.6853	0.000220184	0.00045332	5.18e-05	0.0	0.0	77208
1033	2905	5	25.0	14.0	400.0	88.4334	0.0017264	0.000362544	6.91e-05	0.000103584	0.000586976	0.002019888	31.931	84.6154	7.6581	0.00017264	0.0011049	0.000103584	8.63e-05	0.00015538	57924
1034	4884	3	18.0	12.0	240.0	74.9742	0.000596751	0.00025025	3.85e-05	0.0	0.0	0.002444752	38.0317	109.1024	5.622	0.0003465	0.0007315	7.7e-05	0.0	0.00021175	51948
1035	1568	5	21.0	6.0	200.0	143.6058	0.005499482	0.000668565	2.16e-05	0.0	8.63e-05	0.004723085	24.1835	43.653	4.4977	0.000258799	0.00079796	8.63e-05	0.0	8.63e-05	46368
1040	4670	4	20.0	10.0	1000.0	141.7512	0.008679251	0.000285551	4.51e-05	7.51e-06	0.000578617	0.004215636	40.7214	54.7094	4.2799	0.000255493	0.00072891	4.51e-05	0.0	0.0	133076
1046	3540	4	20.0	28.0	1000.0	121.9068	0.005743189	0.00052394	3.36e-05	0.000322425	4.03e-05	0.003157075	74.7463	61.166	5.366	0.000282122	0.00053737	8.73e-05	0.000141061	0.0001948	148872
1048	6489	4	24.0	10.0	610.0	125.2404	0.001429619	0.000201613	4.58e-05	1.83e-05	6.41e-05	0.003684018	41.5661	54.7662	6.0124	0.000164956	0.00065066	6.41e-05	0.0	0.00021078	109120
1050	6611	6	19.0	16.0	950.0	180.8538	0.005761391	0.000187193	2.77e-05	0.00027039	0.000804237	0.005296875	19.114	38.178	5.2866	0.00027039	0.00081117	7.63e-05	9.01e-05	0.00017333	144236
1053	5915	6	27.0	10.0	800.0	184.6992	0.005027488	0.000623915	7.23e-05	0.000135634	0.002821181	0.004638672	20.9219	40.4756	6.5926	0.000271267	0.0011032	6.33e-05	0.000117549	0.00026223	110592
1057	8912	6	22.0	28.0	2000.0	217.3608	0.02611465	0.000451168	0.000106157	2.65e-05	0.000504246	0.002998938	36.7143	68.354	5.0088	0.000477707	0.00066348	7.96e-05	0.0	0.00021231	37680
1060	5072	5	24.0	2.0	500.0	102.7416	0.005070682	0.000307314	0.0	0.0	0.000122926	0.003011678	20.9897	64.2449	4.8367	0.000307314	0.00098341	9.22e-05	0.0	0.0	32540
1064	8387	4	22.0	12.0	1000.0	176.4444	0.014566696	0.000517598	0.000110914	0.000369713	0.000221828	0.003456818	59.5914	52.877	5.5668	0.000369713	0.001294	0.0001294	5.55e-05	3.7e-05	54096
1066	8605	1	33.0	6.0	300.0	52.0476	0.003101545	0.000386313	6.62e-05	0.0	7.73e-05	0.002737307	112.9393	83.1613	2.5524	0.000386313	0.00054084	7.73e-05	0.0	0.00012141	90600
1067	7660	6	21.0	42.0	1300.0	122.5092	0.004472891	0.00093906	8.65e-05	8.65e-05	0.000506598	0.003101369	28.352	64.5896	6.1275	0.000234765	0.00053131	4.94e-05	0.0	0.0	80932
1069	1553	5	16.0	14.0	100.0	139.8594	0.002116147	0.000508947	0.000107147	0.0	0.000187507	0.003937641	38.0548	41.551	5.7279	0.0004018	0.00091075	0.000133933	0.0	0.0	37332
1071	5764	5	20.0	12.0	1460.0	126.27	0.006261616	0.000442517	6.64e-05	0.000331888	0.000376139	0.002920612	58.0458	72.3939	6.0606	0.000354014	0.0016152	0.000132755	0.0	0.0	45196
1072	1096	7	19.0	56.0	1700.0	130.86	0.003418508	0.000552486	0.000172652	0.000103591	6.91e-05	0.003107735	18.7416	52.3111	6.6667	0.000517956	0.00093232	0.000172652	0.0	0.0	28960
1073	4787	3	27.0	8.0	45.0	100.8924	0.000639738	0.000202449	4.05e-05	8.1e-06	5.67e-05	0.003919409	36.3478	58.9091	4.6178	0.000202449	0.00062354	5.67e-05	3.24e-05	6.48e-05	123488
1075	2729	2	24.0	10.0	60.0	71.7522	0.001606426	0.00021625	0.000108125	0.0	0.000262589	0.002270621	46.0274	87.9184	5.3537	0.000432499	0.0019771	7.72e-05	0.0	0.0	64740
1076	1310	4	21.0	10.0	150.0	126.1386	0.002854198	0.000505431	4.96e-05	2.97e-05	0.00073337	0.003429002	24.4522	57.2601	6.5058	0.000267581	0.0012289	6.94e-05	0.000227939	0.00017839	100904
